lot_id	wafer_id	hold	date	product_id	hold_type
SN17X1R	8	PE HOLD	1/28/2023 0:00	UMXS	Map
SN30BNE	12	PIE HOLD	2/19/2022 0:00	DTLS	Map
SN87N43	9	PE HOLD	8/17/2022 0:00	KSLE	Map
SN18VGQ	3	QA HOLD	2/26/2022 0:00	KEKS	SBL
SN95P5F	3	DISPO	2/18/2022 0:00	SLFU	Map
SN80OVL	6	PE HOLD	7/1/2022 0:00	UX2M	Map
SN66WKO	2	QA HOLD	6/24/2022 0:00	XLFU	Map
SN86EU2	16	QA HOLD	5/5/2022 0:00	KDSD	Map
SN71R6F	15	PIE HOLD	2/7/2023 0:00	KEKS	Map
SN66FCR	5	DISPO	5/12/2023 0:00	SFSK	Map
SN74H69	23	QA HOLD	1/30/2023 0:00	SFSK	SBL
SN83QVA	20	DISPO	2/28/2023 0:00	UMXS	Map
SN97SO1	20	PIE HOLD	5/2/2022 0:00	UFLU	SBL
SN37CQO	24	DISPO	8/26/2022 0:00	KSDL	Map
SN48EAM	15	QA HOLD	1/28/2022 0:00	SFSK	Map
SN35V90	17	DISPO	9/4/2022 0:00	SLFU	Map
SN63DYM	20	QA HOLD	5/14/2023 0:00	KDSD	SBL
SN26S9D	25	QA HOLD	4/2/2023 0:00	SLFU	SBL
SN25IU2	25	DISPO	11/2/2022 0:00	KSDL	SBL
SN41RSN	4	QA HOLD	12/21/2022 0:00	XLFU	Map
SN39ET1	22	PIE HOLD	4/9/2022 0:00	KSDL	Map
SN49AMA	8	QA HOLD	7/28/2022 0:00	SFSK	SBL
SN79JM7	18	PIE HOLD	12/13/2022 0:00	KSDL	Map
SN97KUY	3	QA HOLD	8/13/2022 0:00	DTLS	Map
SN98VEI	2	PIE HOLD	5/19/2022 0:00	KSLE	Map
SN84A5Z	15	PE HOLD	1/25/2022 0:00	XLFU	Map
SN20S0E	14	DISPO	10/22/2022 0:00	KELK	Map
SN45IGN	15	QA HOLD	2/11/2022 0:00	XLFU	Map
SN79AQF	22	PE HOLD	3/14/2022 0:00	KSLE	Map
SN17UJV	25	PIE HOLD	6/6/2022 0:00	SFSK	Map
SN43RTS	22	PIE HOLD	6/8/2022 0:00	DTLS	Map
SN73MVK	3	PIE HOLD	1/2/2023 0:00	SLFU	SBL
SN74QXA	7	QA HOLD	3/11/2023 0:00	UX2M	Map
SN54JCW	12	DISPO	2/28/2023 0:00	DTLS	Map
SN68X9S	7	PIE HOLD	5/14/2023 0:00	BLUD	SBL
SN13KUN	3	DISPO	1/30/2023 0:00	SLFU	SBL
SN30WVZ	8	PIE HOLD	3/8/2023 0:00	KEKS	Map
SN53DHS	5	PE HOLD	4/25/2022 0:00	KSDL	SBL
SN84TH1	8	DISPO	10/19/2022 0:00	KSDL	Map
SN11SAD	8	DISPO	7/22/2022 0:00	UX2M	Map
SN29WFW	2	QA HOLD	3/10/2023 0:00	KSDL	SBL
SN55GAD	3	PIE HOLD	1/28/2022 0:00	UFLU	Map
SN72U59	15	PE HOLD	7/4/2022 0:00	UX2M	SBL
SN29NRI	15	PIE HOLD	7/8/2022 0:00	KSDL	SBL
SN64DM8	16	QA HOLD	1/9/2023 0:00	UMXS	SBL
SN13W1F	15	DISPO	11/5/2022 0:00	UX2M	SBL
SN92HPA	10	DISPO	12/22/2022 0:00	BLUD	SBL
SN54ZE5	6	QA HOLD	5/3/2022 0:00	DTLS	Map
SN22R5S	6	QA HOLD	1/1/2023 0:00	DTLS	SBL
SN49VNQ	3	QA HOLD	3/19/2022 0:00	KELK	SBL
SN29I03	8	QA HOLD	12/13/2022 0:00	IEKW	Map
SN26GDM	17	PE HOLD	4/13/2023 0:00	UMXS	SBL
SN92WG5	4	DISPO	2/19/2023 0:00	KELK	Map
SN24ESJ	4	PIE HOLD	2/28/2023 0:00	BLUD	Map
SN29XHI	10	DISPO	2/3/2023 0:00	UFLU	SBL
SN62J2J	16	PE HOLD	2/1/2023 0:00	SLFU	Map
SN69LPG	20	PE HOLD	1/28/2022 0:00	UX2M	Map
SN48ISB	25	PIE HOLD	8/25/2022 0:00	SFSK	SBL
SN73KQK	4	PIE HOLD	4/27/2023 0:00	DTLS	SBL
SN17JYX	11	PIE HOLD	4/6/2022 0:00	BLUD	SBL
SN78FG5	3	PE HOLD	1/1/2022 0:00	UX2M	Map
SN77DCH	3	PE HOLD	11/21/2022 0:00	SFSK	SBL
SN46PKP	3	PE HOLD	1/14/2023 0:00	UFLU	SBL
SN57YS8	4	QA HOLD	4/16/2023 0:00	BLUD	Map
SN22TBS	8	QA HOLD	1/12/2023 0:00	XLFU	Map
SN20N3I	22	PIE HOLD	8/7/2022 0:00	BLUD	SBL
SN31MLZ	6	QA HOLD	3/18/2023 0:00	KSDL	Map
SN72W1R	10	PE HOLD	6/20/2022 0:00	SFSK	SBL
SN11C0M	13	PE HOLD	1/29/2022 0:00	UMXS	SBL
SN94IQ8	14	QA HOLD	8/5/2022 0:00	BLUD	SBL
SN45FOB	23	PE HOLD	1/10/2023 0:00	BLUD	SBL
SN19QGK	10	PE HOLD	1/18/2022 0:00	UX2M	SBL
SN96W6O	24	QA HOLD	1/23/2022 0:00	KELK	Map
SN42KDW	24	PE HOLD	3/27/2023 0:00	SFSK	Map
SN57UO9	21	PIE HOLD	3/18/2022 0:00	KSLE	SBL
SN60Q44	12	QA HOLD	8/15/2022 0:00	SLFU	Map
SN72VFY	3	DISPO	6/23/2022 0:00	SLFU	SBL
SN85UXO	21	PE HOLD	10/17/2022 0:00	DTLS	Map
SN74RQO	2	QA HOLD	1/16/2023 0:00	DTLS	SBL
SN57TVP	19	DISPO	4/22/2022 0:00	UX2M	Map
SN29ZCG	19	PIE HOLD	12/4/2022 0:00	SFSK	Map
SN80R2Q	17	PIE HOLD	3/22/2022 0:00	KSDL	SBL
SN47ZH1	15	PE HOLD	4/18/2022 0:00	KELK	SBL
SN90HWT	3	QA HOLD	11/4/2022 0:00	KSLE	Map
SN61Q7L	20	DISPO	1/5/2023 0:00	UMXS	Map
SN85B5D	25	PE HOLD	5/6/2023 0:00	UMXS	Map
SN99QPN	24	QA HOLD	3/27/2022 0:00	KSDL	SBL
SN45KU8	17	PIE HOLD	5/28/2022 0:00	UX2M	Map
SN14TL4	3	PE HOLD	12/3/2022 0:00	KDSD	SBL
SN93POR	14	QA HOLD	1/24/2022 0:00	UFLU	Map
SN47LSR	21	DISPO	2/16/2022 0:00	KEKS	SBL
SN79W62	6	PIE HOLD	8/18/2022 0:00	KEKS	Map
SN67E4G	7	PE HOLD	3/11/2023 0:00	KSLE	SBL
SN44Z0W	23	QA HOLD	8/4/2022 0:00	XLFU	SBL
SN65WX8	16	QA HOLD	11/21/2022 0:00	UMXS	Map
SN60X92	13	DISPO	1/26/2022 0:00	KEKS	Map
SN79V3R	8	PIE HOLD	5/18/2023 0:00	KSLE	SBL
SN51VJA	16	DISPO	8/30/2022 0:00	UX2M	SBL
SN24XWF	11	PE HOLD	11/16/2022 0:00	SFSK	Map
SN92WEV	6	PE HOLD	8/19/2022 0:00	KSDL	SBL
SN28F85	20	QA HOLD	8/12/2022 0:00	KELK	SBL
SN39QB9	24	PE HOLD	12/30/2022 0:00	KSLE	SBL
SN88BO6	13	PE HOLD	11/16/2022 0:00	UX2M	Map
SN30HNU	2	PE HOLD	4/17/2023 0:00	KEKS	Map
SN91HMT	7	PE HOLD	3/22/2023 0:00	KSDL	Map
SN48OKU	23	PIE HOLD	10/25/2022 0:00	IEKW	Map
SN48VHM	13	PE HOLD	3/21/2022 0:00	DTLS	SBL
SN54JEA	6	DISPO	2/7/2022 0:00	UMXS	SBL
SN77YED	11	PE HOLD	7/2/2022 0:00	KSLE	SBL
SN66NZ5	2	PE HOLD	9/14/2022 0:00	KSDL	Map
SN40Y7F	2	PIE HOLD	10/10/2022 0:00	KDSD	Map
SN11DR2	12	DISPO	4/1/2022 0:00	DTLS	Map
SN86OWC	23	QA HOLD	9/22/2022 0:00	UFLU	Map
SN81RF4	22	PIE HOLD	6/26/2022 0:00	IEKW	SBL
SN43JED	8	PIE HOLD	2/12/2023 0:00	KEKS	Map
SN39SH8	11	DISPO	5/26/2022 0:00	SLFU	SBL
SN46S6P	16	DISPO	7/18/2022 0:00	XLFU	Map
SN58SQ6	6	DISPO	5/28/2023 0:00	KEKS	Map
SN76Q28	25	QA HOLD	3/23/2022 0:00	IEKW	Map
SN87J7T	11	PE HOLD	5/22/2022 0:00	KDSD	Map
SN68SCH	22	PIE HOLD	5/31/2022 0:00	KSDL	Map
SN36Y2W	24	PIE HOLD	3/16/2023 0:00	UMXS	Map
SN95UN3	25	PIE HOLD	1/17/2022 0:00	DTLS	SBL
SN78PM1	7	PIE HOLD	1/31/2023 0:00	KSLE	SBL
SN37ZKN	20	DISPO	10/10/2022 0:00	XLFU	Map
SN48YHP	23	PE HOLD	8/4/2022 0:00	SFSK	Map
SN47MP8	10	QA HOLD	7/4/2022 0:00	KEKS	SBL
SN15JTU	24	PIE HOLD	3/8/2023 0:00	UX2M	Map
SN63B7N	10	DISPO	10/31/2022 0:00	KELK	SBL
SN16YKH	7	PE HOLD	11/4/2022 0:00	KSDL	SBL
SN91SLJ	7	PE HOLD	2/23/2023 0:00	UFLU	SBL
SN98JBS	6	PIE HOLD	2/17/2023 0:00	KSDL	SBL
SN69VUM	13	DISPO	5/4/2022 0:00	DTLS	SBL
SN38QGY	13	PIE HOLD	6/3/2023 0:00	BLUD	SBL
SN66QZX	18	DISPO	7/19/2022 0:00	BLUD	Map
SN33RWV	7	PIE HOLD	2/14/2023 0:00	KDSD	Map
SN12YBF	17	QA HOLD	1/7/2022 0:00	KSDL	Map
SN44FYG	22	DISPO	6/25/2022 0:00	SFSK	Map
SN10N8I	8	PIE HOLD	12/12/2022 0:00	KEKS	Map
SN30GZX	5	DISPO	2/25/2022 0:00	KSDL	Map
SN94ABW	1	PIE HOLD	2/2/2023 0:00	KSDL	SBL
SN71DWQ	25	QA HOLD	4/13/2022 0:00	KSLE	SBL
SN68GS7	3	PIE HOLD	10/31/2022 0:00	DTLS	Map
SN31GU1	1	DISPO	1/22/2023 0:00	SFSK	Map
SN24K6L	19	QA HOLD	3/15/2023 0:00	IEKW	Map
SN79YQ3	2	PE HOLD	4/1/2022 0:00	UMXS	SBL
SN16NQH	19	PE HOLD	7/30/2022 0:00	XLFU	SBL
SN70AER	18	PE HOLD	12/11/2022 0:00	KELK	SBL
SN36H7O	23	PE HOLD	11/14/2022 0:00	UX2M	Map
SN98ZJF	10	QA HOLD	7/12/2022 0:00	SFSK	Map
SN37DRY	15	QA HOLD	5/2/2023 0:00	XLFU	SBL
SN66RK1	19	PIE HOLD	9/13/2022 0:00	UX2M	SBL
SN17XFI	22	DISPO	6/12/2023 0:00	DTLS	Map
SN10ETV	11	QA HOLD	5/18/2023 0:00	DTLS	Map
SN98GTO	22	PE HOLD	4/6/2022 0:00	KDSD	SBL
SN83S4O	21	PIE HOLD	4/1/2023 0:00	UMXS	Map
SN23EZJ	11	PIE HOLD	4/14/2023 0:00	KELK	Map
SN21ZC9	7	PIE HOLD	5/20/2022 0:00	BLUD	Map
SN30CU0	6	DISPO	1/20/2023 0:00	UMXS	Map
SN79QZ9	14	DISPO	1/7/2023 0:00	KEKS	Map
SN54BHX	6	PIE HOLD	4/3/2023 0:00	IEKW	Map
SN84OIU	11	QA HOLD	2/11/2023 0:00	UMXS	SBL
SN45DN0	23	PIE HOLD	2/4/2023 0:00	IEKW	Map
SN31DS3	12	PE HOLD	10/15/2022 0:00	DTLS	SBL
SN82ANE	3	DISPO	11/12/2022 0:00	UMXS	SBL
SN32LHS	11	PE HOLD	10/13/2022 0:00	SLFU	SBL
SN94K27	7	PIE HOLD	6/13/2022 0:00	KSDL	SBL
SN30C1S	1	PE HOLD	2/17/2023 0:00	KSLE	Map
SN76HEE	11	PE HOLD	5/5/2022 0:00	KELK	SBL
SN53MZ1	23	PIE HOLD	3/22/2023 0:00	UMXS	Map
SN34VIG	16	DISPO	3/29/2023 0:00	UFLU	Map
SN90PFC	22	PE HOLD	9/1/2022 0:00	KDSD	Map
SN50V8O	10	PE HOLD	1/23/2022 0:00	KDSD	SBL
SN49CAK	25	DISPO	1/25/2023 0:00	KSLE	SBL
SN18PVF	4	QA HOLD	7/13/2022 0:00	UFLU	Map
SN87K9Z	20	DISPO	5/19/2022 0:00	KSLE	SBL
SN27SNW	14	QA HOLD	4/30/2023 0:00	SFSK	SBL
SN41MY0	22	PE HOLD	4/12/2022 0:00	KSDL	Map
SN28WGJ	9	DISPO	2/3/2022 0:00	KDSD	Map
SN45KAQ	7	QA HOLD	12/3/2022 0:00	KSLE	Map
SN10P03	15	PIE HOLD	11/12/2022 0:00	KSLE	Map
SN23DOT	16	PE HOLD	9/26/2022 0:00	UX2M	SBL
SN48E9J	13	PE HOLD	5/28/2023 0:00	BLUD	SBL
SN22Z6A	15	PIE HOLD	11/13/2022 0:00	KSLE	SBL
SN58FUX	18	PE HOLD	6/5/2022 0:00	DTLS	Map
SN80T2K	10	QA HOLD	2/1/2022 0:00	KSLE	SBL
SN66R9P	2	QA HOLD	11/10/2022 0:00	SLFU	SBL
SN13I6E	3	DISPO	3/1/2022 0:00	KSDL	SBL
SN62THY	21	DISPO	2/9/2023 0:00	DTLS	Map
SN10Z2K	12	QA HOLD	6/23/2022 0:00	SLFU	Map
SN76YH4	22	DISPO	9/10/2022 0:00	SFSK	Map
SN84IRA	6	PIE HOLD	5/31/2023 0:00	SFSK	SBL
SN14EBZ	10	PE HOLD	6/2/2023 0:00	KEKS	Map
SN53FB8	12	QA HOLD	5/30/2022 0:00	UMXS	SBL
SN13ZS2	14	DISPO	7/16/2022 0:00	UFLU	Map
SN20IRP	2	DISPO	8/14/2022 0:00	KSDL	Map
SN76BC5	5	DISPO	4/30/2022 0:00	UMXS	SBL
SN37KRW	3	PIE HOLD	6/28/2022 0:00	UX2M	SBL
SN97LGP	20	PE HOLD	5/23/2022 0:00	KDSD	SBL
SN53A9E	23	QA HOLD	9/16/2022 0:00	SLFU	SBL
SN27RBO	6	QA HOLD	5/18/2023 0:00	KSDL	Map
SN70L8H	10	PE HOLD	2/21/2023 0:00	UX2M	Map
SN49KJN	7	PE HOLD	12/27/2022 0:00	DTLS	Map
SN76RZ9	4	PIE HOLD	9/19/2022 0:00	KSDL	Map
SN86KYM	1	DISPO	12/2/2022 0:00	XLFU	Map
SN54R2L	21	DISPO	4/20/2023 0:00	BLUD	SBL
SN42L5F	10	PE HOLD	5/27/2022 0:00	KELK	Map
SN42XH2	4	PIE HOLD	4/26/2023 0:00	BLUD	SBL
SN52ZQ6	17	DISPO	1/29/2023 0:00	BLUD	Map
SN60T0I	24	DISPO	10/23/2022 0:00	UX2M	SBL
SN72IX4	15	DISPO	11/3/2022 0:00	UMXS	SBL
SN14ZPI	25	PIE HOLD	10/17/2022 0:00	DTLS	Map
SN67G9Q	22	PE HOLD	3/18/2023 0:00	DTLS	Map
SN61DXK	14	PE HOLD	11/19/2022 0:00	KSDL	Map
SN15EF7	5	PIE HOLD	6/7/2023 0:00	KEKS	Map
SN96MIF	20	QA HOLD	9/26/2022 0:00	KELK	SBL
SN25R0Z	11	PIE HOLD	1/12/2022 0:00	SLFU	SBL
SN63LXU	4	QA HOLD	10/13/2022 0:00	UMXS	Map
SN34HIN	3	QA HOLD	7/26/2022 0:00	KSDL	SBL
SN93B4Q	3	PIE HOLD	1/6/2023 0:00	UMXS	SBL
SN84D7L	13	DISPO	1/30/2023 0:00	KSDL	SBL
SN52QC4	20	DISPO	4/7/2023 0:00	SFSK	SBL
SN94ZTM	7	QA HOLD	7/1/2022 0:00	XLFU	SBL
SN90YCN	23	QA HOLD	4/30/2022 0:00	UFLU	Map
SN69AKS	20	PIE HOLD	4/12/2023 0:00	KSLE	Map
SN43W6G	22	PE HOLD	6/4/2022 0:00	KEKS	SBL
SN16MD7	10	PE HOLD	4/25/2022 0:00	UX2M	SBL
SN15IID	18	QA HOLD	6/25/2022 0:00	UMXS	Map
SN22PAJ	11	QA HOLD	4/20/2023 0:00	XLFU	Map
SN73THM	24	PIE HOLD	2/6/2023 0:00	UMXS	Map
SN53Y48	24	PE HOLD	11/19/2022 0:00	UMXS	Map
SN68OKZ	15	DISPO	7/8/2022 0:00	SFSK	Map
SN81MHN	6	DISPO	9/18/2022 0:00	DTLS	Map
SN82VX2	13	PE HOLD	7/22/2022 0:00	KEKS	SBL
SN13V8F	8	PE HOLD	6/13/2023 0:00	UMXS	SBL
SN51J35	10	PE HOLD	3/31/2023 0:00	IEKW	SBL
SN71ZJB	21	PIE HOLD	5/29/2023 0:00	UMXS	Map
SN68VEO	22	QA HOLD	9/30/2022 0:00	SLFU	Map
SN34SXO	9	DISPO	3/10/2022 0:00	SLFU	SBL
SN81LDS	12	DISPO	2/25/2022 0:00	UX2M	SBL
SN36Z8S	8	PIE HOLD	1/16/2022 0:00	KSDL	SBL
SN68Z78	14	DISPO	4/8/2023 0:00	KELK	Map
SN36CX4	19	PE HOLD	2/15/2022 0:00	SLFU	Map
SN92QIT	18	PIE HOLD	1/5/2023 0:00	UX2M	Map
SN22TVK	17	PE HOLD	5/6/2022 0:00	UMXS	SBL
SN91E6O	11	DISPO	2/17/2023 0:00	IEKW	Map
SN44VK1	6	PIE HOLD	7/12/2022 0:00	KSDL	Map
SN17CVH	7	DISPO	9/27/2022 0:00	SFSK	Map
SN91KFC	16	PE HOLD	7/8/2022 0:00	BLUD	SBL
SN90NZS	24	PE HOLD	2/24/2023 0:00	XLFU	Map
SN91HIP	21	PE HOLD	3/18/2022 0:00	UFLU	Map
SN93G1K	23	QA HOLD	1/9/2022 0:00	SFSK	SBL
SN75LG3	12	PIE HOLD	7/20/2022 0:00	DTLS	Map
SN55UNF	20	DISPO	4/1/2023 0:00	KSDL	Map
SN89OWU	7	DISPO	7/3/2022 0:00	KSDL	Map
SN52YPV	21	QA HOLD	4/20/2022 0:00	DTLS	SBL
SN30BG6	7	PIE HOLD	12/23/2022 0:00	SFSK	Map
SN28NGJ	24	PE HOLD	9/3/2022 0:00	KSLE	Map
SN75NSJ	20	DISPO	1/17/2023 0:00	UX2M	SBL
SN89QSK	25	PIE HOLD	10/26/2022 0:00	SLFU	Map
SN45IY3	11	PIE HOLD	4/16/2022 0:00	KEKS	SBL
SN99UH4	22	DISPO	1/1/2022 0:00	SLFU	SBL
SN87Y2F	2	PE HOLD	4/2/2023 0:00	KSLE	SBL
SN10IPH	7	PIE HOLD	7/14/2022 0:00	KELK	Map
SN95JG7	21	QA HOLD	3/22/2022 0:00	KSDL	Map
SN23A2Y	24	PE HOLD	5/16/2022 0:00	SLFU	Map
SN38ZBD	21	QA HOLD	5/30/2022 0:00	UMXS	Map
SN73NAG	8	PIE HOLD	2/24/2023 0:00	XLFU	Map
SN58I2U	21	QA HOLD	12/7/2022 0:00	DTLS	Map
SN69ZR3	18	PE HOLD	1/28/2022 0:00	KDSD	SBL
SN56PLV	12	PE HOLD	1/2/2023 0:00	KDSD	Map
SN13MWN	15	PE HOLD	10/19/2022 0:00	KSLE	SBL
SN80GWW	6	QA HOLD	6/18/2022 0:00	XLFU	SBL
SN65EM0	24	DISPO	8/28/2022 0:00	IEKW	Map
SN61NFW	5	PIE HOLD	7/8/2022 0:00	SFSK	Map
SN27S97	14	QA HOLD	2/28/2022 0:00	KEKS	Map
SN69P43	10	PIE HOLD	6/20/2022 0:00	KSDL	Map
SN97BN1	16	PE HOLD	6/20/2022 0:00	KEKS	SBL
SN94WWD	16	PIE HOLD	4/20/2023 0:00	KELK	SBL
SN19JEV	13	PIE HOLD	12/2/2022 0:00	KSDL	Map
SN59XOZ	11	DISPO	9/2/2022 0:00	SFSK	Map
SN65XD6	2	PE HOLD	11/8/2022 0:00	KSLE	Map
SN50QK6	6	QA HOLD	1/5/2023 0:00	KELK	Map
SN28WHY	24	PIE HOLD	11/1/2022 0:00	KDSD	Map
SN59UV0	20	PE HOLD	11/18/2022 0:00	BLUD	Map
SN18QF5	5	PIE HOLD	1/28/2023 0:00	DTLS	Map
SN66TWP	21	PE HOLD	1/10/2023 0:00	DTLS	Map
SN19J7C	21	DISPO	5/16/2022 0:00	KDSD	Map
SN52O3V	5	DISPO	2/19/2022 0:00	KELK	Map
SN93YNG	17	PE HOLD	1/22/2023 0:00	SLFU	SBL
SN55X76	15	DISPO	1/13/2022 0:00	KDSD	SBL
SN55F5T	18	DISPO	2/10/2023 0:00	KDSD	Map
SN21O7Q	15	PE HOLD	5/26/2023 0:00	BLUD	SBL
SN81H72	23	QA HOLD	1/8/2023 0:00	KDSD	SBL
SN13HBA	4	DISPO	3/27/2023 0:00	KELK	Map
SN23WN5	4	PIE HOLD	4/12/2023 0:00	KSDL	Map
SN22DKX	8	DISPO	2/15/2022 0:00	SFSK	SBL
SN98BP7	20	QA HOLD	7/8/2022 0:00	KELK	Map
SN99CPR	3	PIE HOLD	3/16/2023 0:00	UMXS	Map
SN98BLW	25	PE HOLD	5/23/2023 0:00	IEKW	Map
SN13B1L	13	PE HOLD	1/15/2022 0:00	KSDL	SBL
SN47JOY	7	QA HOLD	7/10/2022 0:00	KSDL	Map
SN37LYD	17	PE HOLD	3/31/2023 0:00	XLFU	SBL
SN32XL4	16	PE HOLD	3/15/2023 0:00	UMXS	Map
SN93WEB	6	PE HOLD	12/15/2022 0:00	UFLU	Map
SN72XUD	22	PIE HOLD	2/17/2022 0:00	KSDL	Map
SN86RI0	7	PE HOLD	4/16/2023 0:00	SFSK	SBL
SN10C0Z	8	QA HOLD	3/13/2022 0:00	UMXS	Map
SN74KMT	9	DISPO	5/17/2023 0:00	KEKS	Map
SN28CLD	6	PIE HOLD	2/6/2022 0:00	UFLU	Map
SN87XAM	1	QA HOLD	10/3/2022 0:00	IEKW	SBL
SN28QSN	23	DISPO	12/17/2022 0:00	KSLE	SBL
SN57LPB	21	PE HOLD	5/6/2022 0:00	UMXS	Map
SN52AXY	6	PE HOLD	6/27/2022 0:00	KSDL	Map
SN61GOH	1	QA HOLD	10/11/2022 0:00	BLUD	SBL
SN95DI8	6	QA HOLD	10/13/2022 0:00	KELK	Map
SN30G4Y	20	DISPO	4/6/2022 0:00	KEKS	Map
SN31YQU	21	QA HOLD	12/23/2022 0:00	KEKS	Map
SN36XIN	20	PE HOLD	4/12/2022 0:00	KEKS	Map
SN32FZM	23	DISPO	11/11/2022 0:00	UX2M	Map
SN18VLO	10	DISPO	3/17/2022 0:00	BLUD	SBL
SN99D34	6	QA HOLD	3/17/2022 0:00	KSDL	Map
SN68RH1	6	DISPO	12/23/2022 0:00	IEKW	SBL
SN45YW6	15	QA HOLD	1/11/2022 0:00	KDSD	Map
SN24HSI	18	QA HOLD	9/27/2022 0:00	UFLU	SBL
SN67R72	1	PIE HOLD	5/4/2023 0:00	IEKW	SBL
SN29PEN	1	DISPO	11/24/2022 0:00	UX2M	Map
SN39D0A	2	DISPO	6/21/2022 0:00	KSLE	Map
SN11KIA	24	QA HOLD	6/11/2022 0:00	KEKS	Map
SN31F3T	5	PIE HOLD	2/16/2023 0:00	DTLS	Map
SN55N00	17	QA HOLD	2/4/2023 0:00	SFSK	Map
SN33KPD	15	PE HOLD	6/8/2022 0:00	KSDL	Map
SN26OV5	24	DISPO	12/8/2022 0:00	KSDL	SBL
SN22L93	14	PIE HOLD	6/23/2022 0:00	KDSD	Map
SN78QV4	11	DISPO	7/27/2022 0:00	SLFU	Map
SN11WFL	24	DISPO	5/7/2022 0:00	UFLU	Map
SN56IRC	25	DISPO	4/18/2022 0:00	KELK	SBL
SN18CW0	20	QA HOLD	6/11/2022 0:00	KELK	Map
SN34DHX	25	QA HOLD	3/30/2022 0:00	SLFU	Map
SN87MAK	21	DISPO	11/27/2022 0:00	KEKS	Map
SN36ZZJ	25	PE HOLD	4/6/2023 0:00	UFLU	SBL
SN30IS1	17	PIE HOLD	4/13/2023 0:00	UMXS	SBL
SN16AO4	25	QA HOLD	5/18/2023 0:00	KDSD	Map
SN38V65	14	QA HOLD	2/4/2022 0:00	KDSD	Map
SN35VU0	17	DISPO	12/18/2022 0:00	XLFU	Map
SN77YXD	11	QA HOLD	8/13/2022 0:00	IEKW	SBL
SN64BTO	11	QA HOLD	12/18/2022 0:00	KELK	SBL
SN39A7Q	17	QA HOLD	8/15/2022 0:00	XLFU	Map
SN48XTT	3	PIE HOLD	10/6/2022 0:00	KDSD	Map
SN82TV5	17	PIE HOLD	6/26/2022 0:00	KDSD	Map
SN78JG7	11	DISPO	2/18/2023 0:00	UMXS	Map
SN28RUW	8	PE HOLD	1/30/2023 0:00	UFLU	Map
SN28ADA	13	PE HOLD	8/25/2022 0:00	KSDL	Map
SN55VAR	10	QA HOLD	11/12/2022 0:00	KDSD	Map
SN14T0T	4	PIE HOLD	1/28/2023 0:00	KSDL	Map
SN86DZJ	25	QA HOLD	9/24/2022 0:00	XLFU	Map
SN55NUO	16	PE HOLD	2/19/2022 0:00	BLUD	SBL
SN40J39	18	QA HOLD	2/10/2023 0:00	XLFU	Map
SN89THV	7	DISPO	5/13/2022 0:00	UMXS	SBL
SN42S12	12	PE HOLD	2/21/2023 0:00	BLUD	Map
SN19DTK	7	QA HOLD	4/21/2023 0:00	UX2M	SBL
SN80EEO	7	PIE HOLD	5/26/2023 0:00	BLUD	Map
SN88H7S	16	PIE HOLD	10/21/2022 0:00	KSDL	Map
SN65AGY	22	QA HOLD	3/6/2023 0:00	IEKW	Map
SN35FAV	15	DISPO	2/10/2022 0:00	KSLE	SBL
SN27S5I	4	QA HOLD	6/9/2023 0:00	SFSK	SBL
SN35JP7	15	QA HOLD	3/3/2023 0:00	KDSD	SBL
SN20ZCK	23	PIE HOLD	3/13/2023 0:00	BLUD	SBL
SN54OPA	9	DISPO	4/20/2023 0:00	KSDL	Map
SN32HWK	18	DISPO	4/28/2023 0:00	UMXS	SBL
SN79JSW	2	QA HOLD	2/16/2022 0:00	KSDL	Map
SN84F0X	18	DISPO	3/2/2023 0:00	KDSD	Map
SN37V8E	4	DISPO	4/26/2022 0:00	UX2M	Map
SN94Y7J	3	QA HOLD	5/14/2023 0:00	UFLU	Map
SN56MD9	10	PIE HOLD	2/22/2023 0:00	KSDL	Map
SN66P67	8	PE HOLD	12/1/2022 0:00	UFLU	SBL
SN29XXU	22	QA HOLD	4/15/2023 0:00	UX2M	Map
SN44I7D	3	PE HOLD	5/11/2022 0:00	UMXS	SBL
SN63D6F	12	PE HOLD	3/20/2023 0:00	KSLE	Map
SN34ZAT	5	QA HOLD	8/14/2022 0:00	UX2M	SBL
SN52EK5	3	PIE HOLD	8/2/2022 0:00	KDSD	SBL
SN95ODX	8	PE HOLD	10/13/2022 0:00	BLUD	SBL
SN41QV6	15	PE HOLD	5/8/2023 0:00	KSDL	SBL
SN25WIH	17	PE HOLD	12/16/2022 0:00	KSDL	Map
SN22O3H	7	PE HOLD	4/27/2023 0:00	UX2M	SBL
SN36BGR	13	PE HOLD	6/5/2022 0:00	IEKW	Map
SN75R1Q	3	QA HOLD	1/22/2022 0:00	SLFU	SBL
SN25L65	6	DISPO	5/10/2023 0:00	BLUD	SBL
SN33SWH	9	PE HOLD	4/13/2022 0:00	KELK	SBL
SN59KDY	20	QA HOLD	6/1/2022 0:00	UX2M	Map
SN70XMQ	20	DISPO	1/7/2022 0:00	KELK	Map
SN82XZA	25	DISPO	6/8/2023 0:00	KSLE	Map
SN97TX5	21	PE HOLD	7/1/2022 0:00	KEKS	Map
SN40GUO	13	QA HOLD	11/26/2022 0:00	KDSD	Map
SN89UCQ	4	QA HOLD	10/28/2022 0:00	KSDL	SBL
SN40ZSD	20	PE HOLD	3/7/2022 0:00	KSDL	SBL
SN76P6N	14	PE HOLD	6/21/2022 0:00	SFSK	SBL
